Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-10-02 00:00:00+01:00,14265.099609375,14265.099609375,14179.900390625,14206.0,0,0.0,0.0
2019-10-03 00:00:00+01:00,14247.7001953125,14247.7001953125,14135.400390625,14188.0,0,0.0,0.0
2019-10-04 00:00:00+01:00,14195.0,14195.0,14112.0,14166.0,0,0.0,0.0
2019-10-07 00:00:00+01:00,14128.0,14181.5,14128.0,14128.0,0,0.0,0.0
2019-10-08 00:00:00+01:00,14237.0,14237.0,14128.0,14239.5,0,0.0,0.0
2019-10-09 00:00:00+01:00,14207.0,14207.0,14129.5,14210.0,0,0.0,0.0
2019-10-10 00:00:00+01:00,14220.0,14220.0,14039.5,14217.5,0,0.0,0.0
2019-10-11 00:00:00+01:00,14162.0,14162.0,14095.7998046875,14145.0,0,0.0,0.0
2019-10-14 00:00:00+01:00,14121.0,14140.0,14098.7998046875,14121.0,0,0.0,0.0
2019-10-15 00:00:00+01:00,14171.0,14178.5,14126.2998046875,14168.5,0,0.0,0.0
2019-10-16 00:00:00+01:00,14215.0,14215.0,14103.0,14216.0,0,0.0,0.0
2019-10-17 00:00:00+01:00,14226.5,14226.5,14132.0,14224.0,0,0.0,0.0
2019-10-18 00:00:00+01:00,14185.0,14185.0,14126.2998046875,14184.5,0,0.0,0.0
2019-10-21 00:00:00+01:00,14138.0,14180.0,14051.2998046875,14138.0,0,0.0,0.0
2019-10-22 00:00:00+01:00,14103.0,14103.0,13981.7998046875,14102.5,0,0.0,0.0
2019-10-23 00:00:00+01:00,14040.0,14066.2998046875,13973.2998046875,14042.5,0,0.0,0.0
2019-10-24 00:00:00+01:00,13986.0,14062.099609375,13971.900390625,13987.0,0,0.0,0.0
2019-10-25 00:00:00+01:00,14087.0,14087.0,14023.5,14089.5,0,0.0,0.0
2019-10-28 00:00:00+00:00,14028.0,14030.0,13976.0,14028.0,0,0.0,0.0
2019-10-29 00:00:00+00:00,14041.0,14055.5,14000.7001953125,14018.0,0,0.0,0.0
2019-10-30 00:00:00+00:00,14071.7998046875,14071.7998046875,14013.0,14018.0,0,0.0,0.0
2019-10-31 00:00:00+00:00,14062.5,14096.0,13991.2998046875,14060.0,0,0.0,0.0
2019-11-01 00:00:00+00:00,14126.0,14126.0,14002.0,14123.5,0,0.0,0.0
2019-11-04 00:00:00+00:00,14015.0,14034.0,13976.5,14014.0,0,0.0,0.0
2019-11-05 00:00:00+00:00,14059.7998046875,14059.7998046875,13900.0,14058.0,0,0.0,0.0
2019-11-06 00:00:00+00:00,14025.0,14056.0,13961.0,14028.5,0,0.0,0.0
2019-11-07 00:00:00+00:00,14075.0,14078.0,13983.0,14008.0,0,0.0,0.0
2019-11-08 00:00:00+00:00,14024.0,14054.900390625,13990.0,14013.0,0,0.0,0.0
2019-11-11 00:00:00+00:00,14009.3994140625,14083.2998046875,14007.0,14014.0390625,0,0.0,0.0
2019-11-12 00:00:00+00:00,14113.7998046875,14113.7998046875,13997.0087890625,13997.2001953125,0,0.0,0.0
2019-11-13 00:00:00+00:00,14145.7998046875,14145.7998046875,13852.7177734375,13852.7470703125,0,0.0,0.0
2019-11-14 00:00:00+00:00,14169.0,14169.0,13871.541015625,13871.640625,0,0.0,0.0
2019-11-15 00:00:00+00:00,14076.6357421875,14151.0,14048.0,14078.0,0,0.0,0.0
2019-11-18 00:00:00+00:00,13836.708984375,14099.900390625,13833.4931640625,13840.302734375,0,0.0,0.0
2019-11-19 00:00:00+00:00,14138.0,14138.0,13853.693359375,14139.0,0,0.0,0.0
2019-11-20 00:00:00+00:00,14135.0,14135.0,13885.400390625,14083.0,0,0.0,0.0
2019-11-21 00:00:00+00:00,14143.0,14143.0,14034.177734375,14035.2783203125,0,0.0,0.0
2019-11-22 00:00:00+00:00,14115.0,14130.7998046875,14070.0,14070.0,0,0.0,0.0
2019-11-25 00:00:00+00:00,14083.01171875,14127.7998046875,14072.2998046875,14083.01171875,0,0.0,0.0
2019-11-26 00:00:00+00:00,14126.0,14126.0,14056.7998046875,14063.748046875,0,0.0,0.0
2019-11-27 00:00:00+00:00,14130.0,14130.0,14078.0,14078.0,0,0.0,0.0
2019-11-28 00:00:00+00:00,14131.5,14133.5,14081.0,14087.1298828125,0,0.0,0.0
2019-11-29 00:00:00+00:00,13870.048828125,14158.5,13868.16015625,13868.66015625,0,0.0,0.0
2019-12-02 00:00:00+00:00,13867.24609375,14136.7998046875,13867.005859375,13868.345703125,0,0.0,0.0
2019-12-03 00:00:00+00:00,14161.7998046875,14170.2998046875,14098.5,14123.2763671875,0,0.0,0.0
2019-12-04 00:00:00+00:00,14154.0,14154.0,14086.0,14098.0,0,0.0,0.0
2019-12-05 00:00:00+00:00,14130.0,14130.0,13994.748046875,13994.884765625,0,0.0,0.0
2019-12-06 00:00:00+00:00,14056.0,14058.0,13965.9990234375,14058.0,0,0.0,0.0
2019-12-09 00:00:00+00:00,14021.6201171875,14031.0,13982.0,14022.3798828125,0,0.0,0.0
2019-12-10 00:00:00+00:00,14025.5,14033.5,13987.0,14004.6005859375,0,0.0,0.0
2019-12-11 00:00:00+00:00,14020.0,14060.599609375,13986.0,14021.0,0,0.0,0.0
2019-12-12 00:00:00+00:00,14050.0,14051.7001953125,13938.900390625,13976.61328125,0,0.0,0.0
2019-12-13 00:00:00+00:00,14000.0,14033.0,13928.4296875,13933.3564453125,0,0.0,0.0
2019-12-16 00:00:00+00:00,13962.6611328125,14044.0,13959.009765625,13968.525390625,0,0.0,0.0
2019-12-17 00:00:00+00:00,14023.0,14023.0,13975.7998046875,14022.5,0,0.0,0.0
2019-12-18 00:00:00+00:00,14026.5,14026.5,13957.599609375,14024.0,0,0.0,0.0
2019-12-19 00:00:00+00:00,14010.0,14014.900390625,13947.326171875,13966.919921875,0,0.0,0.0
2019-12-20 00:00:00+00:00,13997.0,14019.2998046875,13964.0,13978.15625,0,0.0,0.0
2019-12-23 00:00:00+00:00,13957.958984375,13992.2998046875,13957.958984375,13957.5810546875,0,0.0,0.0
2019-12-24 00:00:00+00:00,13990.0,13992.099609375,13953.6513671875,13955.626953125,0,0.0,0.0
2019-12-25 00:00:00+00:00,13990.0,13990.0,13719.0078125,13961.0,0,0.0,0.0
2019-12-26 00:00:00+00:00,13990.0,14042.470703125,13732.765625,13991.0,0,0.0,0.0
2019-12-27 00:00:00+00:00,13978.0,13990.5,13939.0,13977.5,0,0.0,0.0
2019-12-30 00:00:00+00:00,13944.2744140625,13950.2001953125,13881.0,13953.841796875,0,0.0,0.0
2019-12-31 00:00:00+00:00,13923.0,13935.0,13831.0,13919.0,0,0.0,0.0
2020-01-01 00:00:00+00:00,13862.0,13876.0,13681.833984375,13690.3720703125,0,0.0,0.0
2020-01-02 00:00:00+00:00,13847.0,13906.0,13688.203125,13689.2314453125,0,0.0,0.0
2020-01-03 00:00:00+00:00,13881.2998046875,13966.0,13775.5,13884.7861328125,0,0.0,0.0
2020-01-06 00:00:00+00:00,13931.1328125,13973.2998046875,13916.0,13934.31640625,0,0.0,0.0
2020-01-07 00:00:00+00:00,13929.0,13939.0,13875.5,13926.5,0,0.0,0.0
2020-01-08 00:00:00+00:00,13933.0,13956.2998046875,13859.5,13867.236328125,0,0.0,0.0
2020-01-09 00:00:00+00:00,13875.0,13900.9638671875,13833.0,13886.939453125,0,0.0,0.0
2020-01-10 00:00:00+00:00,13870.5,13870.5,13716.0,13827.560546875,0,0.0,0.0
2020-01-13 00:00:00+00:00,13526.6318359375,13756.0,13523.8193359375,13522.4345703125,0,0.0,0.0
2020-01-14 00:00:00+00:00,13666.08203125,13718.0,13635.0,13665.3046875,0,0.0,0.0
2020-01-15 00:00:00+00:00,13694.0,13727.2001953125,13637.0,13668.0400390625,0,0.0,0.0
2020-01-16 00:00:00+00:00,13723.5,13723.5,13615.5,13665.0966796875,0,0.0,0.0
2020-01-17 00:00:00+00:00,13669.7998046875,13688.0,13616.91796875,13623.0,0,0.0,0.0
2020-01-20 00:00:00+00:00,13452.9248046875,13657.900390625,13447.69140625,13456.98828125,0,0.0,0.0
2020-01-21 00:00:00+00:00,13648.0,13690.5,13614.0,13615.0,0,0.0,0.0
2020-01-22 00:00:00+00:00,13714.5,13714.5,13555.0,13651.0,0,0.0,0.0
2020-01-23 00:00:00+00:00,13678.0,13678.0,13603.0,13626.38671875,0,0.0,0.0
2020-01-24 00:00:00+00:00,13692.0,13692.0,13556.0,13609.1884765625,0,0.0,0.0
2020-01-27 00:00:00+00:00,13711.2041015625,13711.8466796875,13566.0,13711.9736328125,0,0.0,0.0
2020-01-28 00:00:00+00:00,13719.0,13719.0,13215.0400390625,13213.240234375,0,0.0,0.0
2020-01-29 00:00:00+00:00,13641.5,13658.7998046875,13604.0771484375,13634.0,0,0.0,0.0
2020-01-30 00:00:00+00:00,13650.0,13701.900390625,13611.5146484375,13614.0146484375,0,0.0,0.0
2020-01-31 00:00:00+00:00,13712.0,13783.599609375,13593.8984375,13643.1806640625,0,0.0,0.0
2020-02-03 00:00:00+00:00,13638.9052734375,13810.5,13638.9052734375,13633.126953125,0,0.0,0.0
2020-02-04 00:00:00+00:00,13732.2001953125,13771.2998046875,13681.5,13735.5,0,0.0,0.0
2020-02-05 00:00:00+00:00,13715.2998046875,13731.7998046875,13628.599609375,13702.4072265625,0,0.0,0.0
2020-02-06 00:00:00+00:00,13680.0,13680.0,13593.0,13668.267578125,0,0.0,0.0
2020-02-07 00:00:00+00:00,13699.7998046875,13762.599609375,13434.669921875,13698.0,0,0.0,0.0
2020-02-10 00:00:00+00:00,13670.771484375,13757.2998046875,13667.3642578125,13675.853515625,0,0.0,0.0
2020-02-11 00:00:00+00:00,13745.0,13745.0,13648.0,13691.58984375,0,0.0,0.0
2020-02-12 00:00:00+00:00,13684.0,13684.599609375,13641.2998046875,13657.5537109375,0,0.0,0.0
2020-02-13 00:00:00+00:00,13708.7998046875,13718.400390625,13494.7958984375,13500.7373046875,0,0.0,0.0
2020-02-14 00:00:00+00:00,13745.5,13745.5,13668.0,13695.400390625,0,0.0,0.0
2020-02-17 00:00:00+00:00,13667.939453125,13695.900390625,13646.0,13681.2900390625,0,0.0,0.0
2020-02-18 00:00:00+00:00,13726.0,13726.0,13649.21484375,13649.2412109375,0,0.0,0.0
2020-02-19 00:00:00+00:00,13769.7998046875,13769.7998046875,13645.3505859375,13768.0,0,0.0,0.0
2020-02-20 00:00:00+00:00,13763.7998046875,13845.099609375,13655.7890625,13762.0,0,0.0,0.0
2020-02-21 00:00:00+00:00,13899.2998046875,13899.2998046875,13701.666015625,13703.482421875,0,0.0,0.0
2020-02-24 00:00:00+00:00,13783.5576171875,13968.900390625,13757.0,13771.486328125,0,0.0,0.0
2020-02-25 00:00:00+00:00,14050.0,14051.0,13851.2001953125,13879.9296875,0,0.0,0.0
2020-02-26 00:00:00+00:00,14056.0,14108.5,13856.7529296875,14056.5,0,0.0,0.0
2020-02-27 00:00:00+00:00,13929.0,14176.900390625,13901.0,13931.0,0,0.0,0.0
2020-02-28 00:00:00+00:00,14316.2998046875,14422.0,14009.62890625,14316.0,0,0.0,0.0
2020-03-02 00:00:00+00:00,13941.341796875,14731.0,13929.294921875,13971.9619140625,0,0.0,0.0
2020-03-03 00:00:00+00:00,14220.0,14277.0,14056.900390625,14220.0,0,0.0,0.0
2020-03-04 00:00:00+00:00,14275.0,14275.0,14057.5,14199.5,0,0.0,0.0
2020-03-05 00:00:00+00:00,14255.0,14292.5,14111.0,14256.0,0,0.0,0.0
2020-03-06 00:00:00+00:00,14462.0,14463.7998046875,14187.0,14309.599609375,0,0.0,0.0
2020-03-09 00:00:00+00:00,14124.7646484375,14796.0,14124.7646484375,14251.5390625,0,0.0,0.0
2020-03-10 00:00:00+00:00,14702.0,14702.0,13877.818359375,14094.818359375,0,0.0,0.0
